,CAN_A01_02,CAN_A03,CAN_B05_06,CAN_B07_08,CAN_B09,CAN_C10T12,CAN_C13T15,CAN_C16,CAN_C17_18,CAN_C19,CAN_C20,CAN_C21,CAN_C22,CAN_C23,CAN_C24,CAN_C25,CAN_C26,CAN_C27,CAN_C28,CAN_C29,CAN_C30,CAN_C31T33,CAN_D,CAN_E,CAN_F,CAN_G,CAN_H49,CAN_H50,CAN_H51,CAN_H52,CAN_H53,CAN_I,CAN_J58T60,CAN_J61,CAN_J62_63,CAN_K,CAN_L,CAN_M,CAN_N,CAN_O,CAN_P,CAN_Q,CAN_R,CAN_S,CAN_T,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T,USA_A01_02,USA_A03,USA_B05_06,USA_B07_08,USA_B09,USA_C10T12,USA_C13T15,USA_C16,USA_C17_18,USA_C19,USA_C20,USA_C21,USA_C22,USA_C23,USA_C24,USA_C25,USA_C26,USA_C27,USA_C28,USA_C29,USA_C30,USA_C31T33,USA_D,USA_E,USA_F,USA_G,USA_H49,USA_H50,USA_H51,USA_H52,USA_H53,USA_I,USA_J58T60,USA_J61,USA_J62_63,USA_K,USA_L,USA_M,USA_N,USA_O,USA_P,USA_Q,USA_R,USA_S,USA_T,Mundo
DEU_C26,1.0874,0.1602,5.2267,0.4406,1.927,0.8855,0.1608,0.2883,2.216,0.4814,1.6039,0.5637,0.749,0.3093,0.8809,0.5788,47.6512,5.0036,7.2607,11.2876,2.9115,0.9518,0.5583,0.4329,29.761,1.3625,0.688,0.0695,0.0774,0.152,0.2226,0.549,3.721,31.2318,1.0,2.8557,0.7101,1.2829,1.9923,3.0629,0.4975,7.339,0.3166,2.6447,0.0,3.4126,0.3659,9.8943,4.5479,0.7361,4.1539,5.6963,1.2373,3.7897,2.7334,22.7257,2.4664,6.5724,9.0608,16.6521,7.2465,1625.6906,162.1074,105.1065,34.6536,24.4291,11.6492,45.0653,7.1301,44.2404,25.5254,4.5486,0.9084,1.4648,3.8005,1.4349,0.9836,1.8274,44.1732,63.9573,7.4356,14.5416,190.0966,13.4177,11.6535,17.8517,5.6776,1.1358,11.3161,0.0,79.2095,1.0423,35.5747,40.3832,3.1465,483.9663,94.5131,71.2757,349.848,329.1686,447.79,137.9268,209.0784,134.3566,395.8168,494.5845,10418.497,3114.4813,3856.2411,1790.9256,170.0994,2276.3711,401.6082,180.3448,656.7043,1714.0014,191.3413,54.8245,52.4114,198.5604,218.5667,155.0641,468.0618,3763.1957,1214.2124,340.6883,121.7993,561.0416,232.764,760.6462,362.7018,543.5172,424.6389,303.1017,0.0,0.2834,0.0062,0.333,0.0953,0.1977,0.7209,0.8465,0.0299,0.3554,0.1407,1.3582,0.4552,0.7314,0.2742,0.8225,1.0426,366.7633,4.7472,1.3643,12.4257,0.1909,1.2982,0.6911,0.1104,3.4395,1.3295,0.4404,0.0377,0.0329,0.3156,0.0106,0.2182,0.6663,5.3826,0.3602,0.4213,0.2499,0.6077,0.5521,1.0945,0.2975,1.7243,0.1552,0.0867,0.0,3.932,0.0057,1.7132,0.5699,3.2838,10.9856,3.6489,4.2612,12.783,0.4976,29.4693,6.4519,12.558,5.0398,14.9177,23.9292,461.5433,24.3338,46.5562,60.4568,54.7802,25.3953,0.845,3.8182,49.7446,47.475,2.4614,0.1393,0.3652,2.4249,0.1785,5.3594,22.2716,77.6803,27.706,14.806,3.9231,89.3694,18.8536,101.4534,11.7272,40.7458,1.3984,11.6331,0.0,20058.492999999933
DEU_C27,5.9723,0.3926,2.5385,2.8295,2.5904,3.2298,0.2962,1.2986,3.169,2.0027,1.8403,0.5635,0.5018,1.2436,6.9153,1.5248,8.9288,30.7721,12.0497,7.1847,3.4894,1.8971,1.7241,1.1484,83.4804,5.8457,2.3498,0.8213,0.1518,1.3554,0.088,1.8339,1.8828,11.6172,4.2677,6.0024,6.9975,9.8663,7.138,1.723,5.4008,9.892,2.7439,0.4604,0.0,4.7466,0.7056,31.8027,19.2121,0.98,9.5965,11.1978,3.9014,7.4655,4.723,23.9018,2.4516,9.125,24.5519,41.8229,30.5126,290.3421,660.3981,383.6265,118.5737,79.137,19.6732,240.6784,8.2697,436.5168,82.8381,8.2907,2.6629,1.146,4.4924,0.6792,13.2874,2.2896,131.1347,20.5401,5.9705,52.4013,224.5081,18.2907,5.2429,7.5602,10.3955,3.2393,7.0452,0.0,135.6484,0.5669,68.2268,59.9265,5.3843,428.228,93.2852,59.8479,156.0529,250.8045,450.5515,74.5233,257.6944,223.0472,662.701,1014.1916,1651.0628,18044.3689,7329.4369,6297.4764,383.498,2038.9501,2235.4234,161.916,10863.5841,1049.6213,370.5941,39.8736,63.7647,242.9719,72.4243,260.1748,121.6567,475.2028,223.4752,143.7198,229.5225,238.0215,293.1279,245.8758,82.4191,288.5969,72.5979,552.7724,0.0,0.2868,0.085,0.6921,0.5943,0.557,1.3963,1.1062,0.0509,0.4746,0.7957,1.209,0.3017,2.4476,0.477,8.2029,6.3576,135.4812,85.9002,15.6454,98.8819,1.7391,13.9051,8.6764,0.2068,82.9819,3.9159,4.4916,0.1441,0.4058,0.263,0.1682,2.494,1.5726,14.4586,0.0988,0.5694,3.3192,0.6496,1.265,3.6711,0.896,1.6821,0.1762,0.4111,0.0,15.7581,0.0307,4.7525,1.6385,5.0935,13.685,1.5936,17.6206,10.2105,0.2679,18.4649,4.7414,17.5665,3.8962,53.6531,41.6793,111.3945,130.8012,201.0234,69.9968,37.7833,26.5321,1.0014,10.8696,500.1022,43.1754,5.0397,0.5694,0.3005,6.7657,0.26,14.0236,2.4645,45.6566,17.0982,9.8028,6.8138,62.2671,31.7023,87.5513,21.3466,27.3391,3.1383,16.6431,0.0,27484.311099999977
DEU_C28,23.0287,3.1614,39.1852,24.3607,26.4247,18.975,1.2521,0.7465,2.0209,9.463,2.4828,1.7154,1.626,7.3815,6.6694,3.6083,5.9011,2.4096,182.1873,22.491,2.5175,2.8841,15.3314,2.4936,165.1721,13.0306,7.2813,1.1429,0.1825,1.6043,0.282,4.7194,5.9366,1.2364,5.1546,10.0706,14.5454,3.2417,11.1926,3.2925,8.8339,17.1706,0.422,2.2538,0.0,64.3319,16.7814,205.8089,171.4832,16.5388,38.619,78.8505,27.6555,46.6479,67.6055,187.9275,17.0942,61.9152,243.283,534.205,263.5571,220.4708,458.3187,2678.7512,645.2628,278.1465,46.7047,103.7102,20.1974,640.0618,60.3746,54.4632,43.0731,34.8865,58.6693,5.762,5.3916,1.7592,34.2052,8.4356,21.2429,33.5271,94.9704,7.9623,10.5592,10.2184,144.3359,3.4402,3.6063,0.0,1041.58,2.3401,309.032,194.3528,33.849,1217.0269,253.4615,92.7538,549.0901,419.6437,920.9383,140.7526,607.2751,365.1578,1248.0917,3423.7474,1308.731,2655.783,46709.9336,14742.4354,1155.88,3171.398,1117.263,845.5212,3556.6149,1719.7848,454.1096,262.1801,150.3799,210.8085,61.1615,258.8982,236.935,444.121,270.606,190.7173,1128.58,420.2121,278.9267,408.5438,104.7482,673.1721,53.803,98.6449,0.0,2.2694,0.2325,2.1285,9.9496,15.4701,19.1124,9.0429,1.227,3.6689,0.3989,4.7686,0.9546,7.9569,7.4986,22.1645,23.5195,248.2181,42.4205,138.6106,212.2823,10.6769,16.3756,0.6228,1.5915,62.3483,33.8979,48.3092,6.1708,1.9777,10.0149,0.0389,0.7094,3.198,6.2966,0.8611,0.7717,1.1603,1.4463,8.6929,3.3007,0.3336,1.0557,0.4236,1.7514,0.0,178.1263,0.0243,179.8992,64.3655,139.7889,84.215,2.4523,21.2091,76.7734,0.4559,86.6051,6.8047,52.6042,8.3398,61.0177,121.7801,56.1958,62.9708,1148.772,668.163,130.8714,76.8171,11.1362,79.4475,1077.3465,148.6697,21.2918,0.9728,0.5557,41.4437,2.7327,29.1295,32.1705,48.0531,36.0197,15.1984,8.3968,64.0663,83.2179,114.5987,86.5978,43.2063,5.4982,40.1965,0.0,52805.74350000012
DEU_C29,4.6985,0.6038,8.8305,5.1893,1.7294,3.0086,0.2777,0.1471,2.0837,1.4887,1.162,0.3532,5.2833,0.8507,1.6648,4.9215,0.6532,0.4959,20.5095,612.1112,1.17,0.5314,1.669,0.2152,14.5167,10.3191,28.0559,0.5967,1.4856,0.367,0.4017,3.1345,2.0312,0.4124,3.1759,7.8328,3.9632,10.3722,12.8401,19.4464,3.7663,12.073,5.6106,7.146,0.0,16.9336,3.068,29.8595,33.1685,1.6319,13.8059,16.3775,8.7738,20.9323,12.0034,38.2233,2.368,17.0825,48.1071,101.4783,53.1798,48.9719,50.3233,279.9881,2256.0323,25.1991,19.9338,92.0685,20.6828,101.0408,248.6416,316.8589,3.9739,3.6107,6.911,14.6262,11.9631,1.5313,12.6113,24.3091,13.4503,36.7884,151.5135,43.5686,52.0197,22.7423,11.1471,5.6165,23.1902,0.0,356.4684,0.7197,17.7033,15.7485,4.6838,262.0621,66.8289,64.5476,102.3886,104.4585,317.2568,337.3739,276.8594,161.5271,307.556,698.7891,251.8534,800.8679,7975.9924,100409.7013,193.2617,2186.9608,243.0064,363.5376,852.5768,4785.0128,1643.1465,23.1939,13.5296,1468.386,52.1119,78.7043,73.8693,124.55,147.4331,158.9912,155.5171,419.9026,275.8981,914.5438,120.2214,252.9769,55.7199,45.6607,0.0,1.3084,0.0178,0.8147,3.9484,2.0218,14.8496,1.5391,0.144,0.7716,0.1289,0.6112,0.3254,2.7537,3.8133,10.6175,3.4073,19.4215,5.8537,9.4823,1034.1499,0.9131,3.9002,0.838,1.119,13.603,70.2932,78.1229,0.3683,0.6714,11.9621,0.7097,2.1667,1.8883,15.3668,0.1208,1.1615,1.8499,0.6011,2.7422,2.3425,0.456,1.162,0.1001,1.6619,0.0,44.2453,0.7575,34.9608,23.2596,27.2397,96.4628,5.9606,30.4616,49.4536,0.2869,46.1523,5.9594,21.2068,27.9306,42.2281,52.0588,64.8577,22.5386,603.0,4128.9476,161.7925,50.0603,1.7498,49.2987,135.1639,1062.1215,168.6308,0.9476,0.245,57.7692,51.7416,20.7618,64.793,14.5449,5.0834,4.3409,1.4854,98.0366,169.5545,261.0433,75.9523,61.2054,6.7177,33.6517,0.0,55072.603300000104
DEU_C30,4.4442,2.3288,0.2664,0.2503,0.0153,0.3882,0.0303,0.1071,0.4317,0.251,0.2041,0.0534,0.157,0.225,0.4176,0.0048,0.1229,0.0694,1.429,0.3254,67.1799,0.4066,0.1526,0.0938,0.0402,2.9069,0.9849,1.2566,3.0764,3.8794,0.5858,2.3827,0.2368,0.0082,0.3806,0.8205,0.6245,0.6357,1.7915,20.3102,0.4307,1.5503,3.5979,0.8352,0.0,7.0415,0.8633,4.5982,3.3283,0.0036,0.7302,0.6742,0.6399,0.7522,1.7945,3.5632,0.4469,1.8354,5.4389,11.3581,4.1404,11.3774,3.2193,22.6242,36.8978,454.2637,15.3673,7.3129,1.3258,14.5987,44.3847,55.9901,2.3731,73.9883,5.9192,27.6,0.1511,0.7505,0.5919,1.5521,1.9825,0.4853,8.0719,6.1397,1.867,1.9462,0.5311,0.6488,4.2915,0.0,12.0237,4.8081,0.0,0.8437,0.1421,0.8221,0.517,2.2242,0.1791,2.3934,0.0,0.0,11.973,0.0,6.8704,6.417,2.0694,68.6836,65.4166,302.9797,5858.159,1204.0033,4.6289,0.8535,5.7206,14.4932,180.6506,11.2409,1659.9273,5.5961,0.0,0.7765,0.4487,0.0,0.0,0.0,0.0,158.0936,6.6175,3547.1891,0.0,7.558,19.5932,0.0,0.0,0.0018,0.0018,0.0,0.0059,0.0,0.1627,0.0019,0.0001,0.0072,0.0007,0.0,0.0,0.0313,0.0,0.538,0.2258,1.2427,0.2709,0.0001,0.3963,6.5324,0.4794,0.0,0.0,0.0628,0.3715,0.0811,0.0001,1.0546,0.0,0.1492,0.2851,0.0003,0.0,0.0,0.0,0.0012,0.0038,0.0038,0.0923,0.0,0.0,0.0013,0.0515,0.0,0.0,0.6888,0.658,0.0,0.0,0.0,0.0,0.6285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027,0.0,0.0,4.6169,3.2586,572.238,0.0,0.0,0.2786,0.0531,0.3151,13.0671,14.2105,12.9491,2.5969,4.2231,0.0,0.0,0.0222,0.0,0.0,0.0,3.9711,0.3253,249.5113,0.0,2.9468,0.0997,1.2839,0.0,7064.264700000014
DEU_C31T33,2.2373,0.8418,1.3036,0.4368,0.47,2.7057,0.7102,1.5343,2.5906,1.3364,2.8805,0.8803,1.7442,1.4301,1.5961,3.594,1.607,0.831,3.6737,6.0791,0.9258,5.1343,0.5835,0.353,12.4824,7.3758,0.822,0.2428,0.1892,1.0492,0.7307,0.6153,1.4745,1.558,1.2744,3.8065,0.9351,6.3295,2.4327,9.9546,5.1581,27.228,3.432,2.8235,0.0,6.2478,0.7337,6.0338,5.6236,0.7486,5.3064,8.3703,2.3601,4.6059,2.4062,17.5342,2.773,7.9826,16.4228,18.3294,11.9732,45.7823,26.3851,49.2172,29.2044,7.4967,19.7079,18.2474,2.655,30.2751,14.0544,8.4665,0.7914,1.0628,3.4432,0.6381,1.4019,1.981,4.881,2.6382,5.6872,6.3439,27.7557,4.8859,9.0389,9.3686,7.3632,1.0917,2.7523,0.0,152.6745,1.3373,454.4158,529.0706,20.5704,1110.214,440.6909,152.3444,494.5424,242.0043,1557.8418,99.9074,480.5772,504.0595,2588.5142,2233.2775,1933.2637,921.4169,3721.5556,3699.8837,964.7915,4774.0749,1778.4058,126.4939,893.0312,802.2069,963.0534,257.0746,509.3481,213.3666,31.245,175.8521,609.132,869.7395,153.5053,169.9281,868.0183,324.2568,213.6116,364.6837,205.2464,4328.085,68.4465,151.9793,0.0,0.3503,0.0113,0.3243,0.1672,0.384,1.2747,1.9151,0.0531,0.4192,0.2407,1.5713,0.641,1.1508,0.5336,0.8861,1.6901,18.55,2.3649,1.8251,11.5153,0.2422,5.2344,0.533,0.5002,6.7789,3.5196,1.0212,0.0757,0.0466,0.3952,0.075,1.5222,0.3076,0.4607,0.0687,0.6632,0.6342,0.7772,0.771,0.688,0.708,0.6432,0.6187,0.792,0.0,6.4429,0.0094,2.4058,0.9775,1.973,10.086,3.2307,6.9931,7.7752,0.5768,22.1368,9.6698,9.5923,5.5767,8.7206,9.9564,18.1865,7.8503,33.1105,39.5328,6.4259,49.1806,2.5946,8.2188,108.5093,74.5523,6.9719,0.3165,0.4397,3.7563,0.9491,22.7716,4.9186,10.0978,7.9121,38.784,33.0533,29.2864,26.1147,55.0287,14.4735,188.0643,10.3202,15.6739,0.0,8110.042599999999
DEU_D,0.0863,0.0053,0.1216,0.0412,0.051,0.0923,0.0093,0.0249,0.0564,0.0388,0.0896,0.0256,0.0434,0.0294,0.1134,0.0594,0.0591,0.1352,0.1405,0.1694,0.0556,0.0427,0.0373,0.0124,0.831,0.4614,0.1322,0.0047,0.0109,0.0455,0.0228,0.0607,0.0532,0.1022,0.1183,0.4748,0.159,0.2658,0.1373,0.2855,0.0889,0.164,0.0374,0.0481,0.0,0.6566,0.0461,0.5521,0.4266,0.0462,0.5954,0.4371,0.1014,0.2406,0.173,1.1475,0.2925,0.3865,0.6316,0.9441,0.556,2.2262,3.5186,3.2372,1.2757,0.5412,0.2453,1.6294,0.142,4.8314,2.1667,0.3158,0.0765,0.1147,0.1825,0.04,0.2396,0.0528,0.7853,0.4942,0.674,1.1663,4.662,0.1998,0.2099,0.2555,0.2721,0.0416,0.0925,0.0,1207.7791,7.8372,269.5484,222.0685,23.7995,4461.4104,1158.2128,1060.9531,3524.8548,1079.6134,4500.47,723.0481,2334.5572,2278.9007,5444.5422,3118.7038,1047.3609,1677.5887,3280.1515,4187.2493,340.731,1371.2972,33467.273,1595.9878,2003.9456,8615.3744,2446.5569,47.1808,58.4379,1193.2458,338.2166,1517.6048,610.0728,1072.9404,372.1642,1998.3108,3222.4905,2361.2388,1455.3878,2078.9425,1555.3114,4473.436,699.1704,1268.3059,0.0,0.023,0.0014,0.0248,0.0463,0.068,0.0498,0.0261,0.002,0.0183,0.0105,0.0681,0.0278,0.0377,0.0204,0.1161,0.07,0.7224,0.3676,0.1221,0.6019,0.0144,0.0795,0.0689,0.0047,0.705,0.0823,0.0619,0.0065,0.0183,0.0099,0.0014,0.017,0.0147,0.0596,0.0095,0.0383,0.0222,0.0302,0.0268,0.0503,0.0223,0.0637,0.0061,0.007,0.0,0.3878,0.0018,0.9209,0.3838,1.1345,1.0119,0.1826,0.293,0.641,0.0506,1.0672,0.8991,0.5227,0.2629,0.8722,1.0109,1.4493,0.6922,1.8562,1.2333,1.1265,0.7266,0.6784,0.4344,9.0725,6.7494,0.8665,0.0573,0.1224,0.2291,0.1782,3.128,1.1272,1.9468,2.2696,5.3434,5.0951,8.2854,2.7806,10.2348,1.1707,3.932,0.5848,0.7367,0.0,4260.540100000004
DEU_E,0.0133,0.001,0.0133,0.0084,0.0083,0.0105,0.0007,0.0027,0.006,0.0049,0.0035,0.0009,0.0009,0.0032,0.0139,0.0068,0.0132,0.0524,0.041,0.0211,0.0087,0.005,0.0058,0.0026,0.1882,0.0317,0.0062,0.0015,0.0008,0.0034,0.0007,0.0056,0.0057,0.0206,0.0146,0.0377,0.02,0.0284,0.0184,0.0138,0.0115,0.0217,0.0058,0.0026,0.0,0.0396,0.0047,0.0926,0.0642,0.0051,0.0453,0.0392,0.0124,0.0242,0.0208,0.0877,0.0174,0.029,0.0872,0.1499,0.1066,0.4386,1.1947,0.9684,0.2836,0.166,0.0448,0.4457,0.0204,0.9496,0.2315,0.0291,0.0115,0.01,0.0205,0.0031,0.0319,0.0058,0.2352,0.0515,0.0442,0.1389,0.5604,0.0359,0.0174,0.0227,0.0376,0.007,0.014,0.0,610.2196,1.4596,74.9971,82.9297,2.7686,1697.3652,367.9751,284.3262,2664.2348,71.6914,2723.3209,2930.3783,1193.9072,1130.4634,6577.8065,368.7049,121.0004,219.0671,401.0565,605.3985,24.5157,259.634,611.5107,5176.6936,426.396,1447.9963,191.9393,7.8927,5.8061,228.3578,52.6706,588.0437,86.026,117.0779,90.7656,283.1627,228.5233,503.441,587.0689,2624.5191,336.8662,1140.3834,258.4776,295.6807,0.0,0.0012,0.0002,0.002,0.004,0.0061,0.0058,0.003,0.0002,0.0013,0.0022,0.0022,0.0006,0.0053,0.002,0.02,0.0183,0.2317,0.1515,0.0421,0.1953,0.0043,0.0262,0.0156,0.0004,0.1694,0.0121,0.0134,0.0011,0.0017,0.0016,0.0003,0.0043,0.003,0.0247,0.0006,0.0024,0.0055,0.0018,0.0038,0.0075,0.0021,0.0049,0.0004,0.0012,0.0,0.052,0.0001,0.0675,0.0267,0.0758,0.0719,0.0089,0.0412,0.0458,0.0019,0.0544,0.0364,0.0458,0.0163,0.1162,0.1182,0.2066,0.2328,0.4872,0.2045,0.116,0.0762,0.0344,0.0439,1.2904,0.3914,0.0456,0.004,0.0052,0.0227,0.0088,0.1756,0.0602,0.1631,0.1406,0.2793,0.2598,0.5036,0.1889,0.6386,0.0897,0.1975,0.0329,0.0629,0.0,130.10990000000146
DEU_F,0.4512,0.0509,0.6406,0.3803,0.4133,0.4509,0.0417,0.1193,0.1848,0.2351,0.3319,0.0882,0.1803,0.493,0.2407,0.2585,0.1367,0.1255,2.7393,0.4951,0.1364,0.1674,0.2479,0.0501,4.2391,0.3943,0.1423,0.0205,0.0215,0.0403,0.0113,0.107,0.1137,0.0742,0.1714,0.3928,0.2639,0.1869,0.2715,0.3649,0.1583,0.4082,0.024,0.0599,0.0,1.5339,0.2714,3.2902,2.8075,0.2893,0.9169,1.6348,0.5733,0.9318,1.1168,4.5339,0.4271,1.5803,5.4457,8.725,4.6975,4.919,8.7165,40.2902,9.2335,4.3872,1.0289,2.8603,0.4536,14.8292,1.312,1.0475,0.6488,0.556,1.0179,0.0905,0.1435,0.0793,0.8354,0.2729,0.4093,0.9213,3.7554,0.3146,0.2252,0.3665,2.3157,0.0855,0.1051,0.0,570.2347,6.2479,149.3169,140.9614,15.823,1410.507,229.7285,187.5004,487.2327,266.9805,977.1194,418.8024,400.4709,565.1183,823.0311,745.0453,503.9346,555.5357,1626.7418,1597.6118,147.6029,512.2164,4578.6978,3215.2899,20995.4489,3677.7134,1190.9539,95.0048,86.805,3011.5132,435.7303,1272.3747,619.6283,1190.2858,540.3153,1603.1454,31477.9053,2742.5307,1880.8914,5695.5558,1715.7896,4833.4619,795.6838,938.487,0.0,0.0903,0.004,0.0811,0.1635,0.2889,0.4735,0.1727,0.0261,0.0798,0.0398,0.3068,0.0777,0.2102,0.3312,0.4343,0.5309,4.0435,0.8725,2.0655,3.2587,0.1652,0.3498,0.0907,0.0405,2.2635,0.5701,0.696,0.0907,0.0317,0.1497,0.0011,0.0502,0.0712,0.1167,0.0189,0.0615,0.0656,0.0559,0.1577,0.1056,0.0271,0.0664,0.0155,0.0409,0.0,3.0827,0.0022,2.8446,1.062,2.4187,2.4543,0.2861,0.7474,1.8879,0.0747,3.7754,0.9487,1.8214,1.8958,2.0308,2.9248,1.727,1.5251,17.5489,9.7463,2.2871,1.8867,0.4769,1.4966,28.8316,5.9753,0.8748,0.0582,0.1278,0.834,0.0897,1.7807,0.8288,1.8573,1.3956,2.7442,2.5521,4.3328,2.7932,6.9309,1.9921,4.1229,0.4134,1.0505,0.0,1501.2636000000007
DEU_G,21.9792,1.7825,11.6619,5.2933,4.6406,20.3928,5.7927,4.8424,17.3612,9.8728,56.2001,24.4573,30.8215,6.0837,26.1432,18.8707,18.5672,10.3927,29.4474,75.7747,11.7707,12.1056,3.8762,1.0277,99.4247,14.19,6.2476,0.7216,0.8592,2.4203,0.9596,11.0179,5.6494,13.1668,3.9654,9.1882,5.4096,8.1719,8.9383,74.9627,7.2591,57.5113,4.4441,6.8831,0.0,89.6442,3.7877,37.9981,35.6845,3.3532,37.6588,114.2123,24.5648,53.2454,16.7209,345.5433,43.6043,149.3629,102.6541,140.6987,91.6527,660.5906,278.0595,403.9676,298.1152,88.9698,50.7133,72.9183,15.7954,285.3943,68.315,42.0799,6.5345,10.2144,13.1981,5.0764,11.2511,5.9731,40.1298,30.8283,12.3369,35.6433,160.2642,18.8582,20.386,18.4952,96.2411,3.2253,15.3041,0.0,4706.9363,35.2757,268.8244,252.2436,35.6739,26238.7029,4828.3028,2202.4997,4326.2677,12390.4985,9456.5246,2162.6371,5294.7301,2899.556,6119.2273,6501.2497,6613.8345,6764.9821,12738.053,20083.4308,1249.0081,7788.4052,5383.5649,1421.0982,12786.7734,24437.8851,4287.2493,981.7544,1277.1153,6121.2081,700.0182,5662.8132,1763.9531,1983.7597,1091.4101,1322.4209,716.3626,3535.5739,2634.4991,3199.7012,1325.9588,8412.6858,876.9294,1126.5041,0.0,11.7512,0.1069,10.1745,2.6746,4.4695,22.8227,15.3028,1.0468,9.766,4.4344,54.5678,23.3614,21.4209,8.6485,18.563,17.4134,176.2526,27.8165,19.9158,152.1734,2.5722,15.2989,13.7399,2.6242,59.2129,21.446,13.9574,0.609,0.752,3.5003,0.1797,4.637,1.7379,6.1122,0.2338,2.167,3.9345,2.2596,3.9754,12.3184,1.2981,13.619,1.2857,2.5768,0.0,127.4855,0.3821,39.782,15.5366,24.3602,132.3451,47.1123,32.7362,131.7694,15.567,522.0448,332.661,179.7164,42.8036,138.9477,157.1842,215.7976,71.8535,266.2025,499.9461,114.0593,112.205,25.9201,20.9166,431.3235,194.258,45.6389,6.8647,23.0568,16.6137,11.3442,40.0258,37.9438,50.3211,20.9972,21.3327,35.0357,121.6109,68.5673,291.201,72.1187,829.7462,15.0955,35.9129,0.0,66001.76099999995
DEU_H49,6.0094,0.2918,2.0254,1.4173,1.4359,3.7235,0.627,1.3325,3.893,2.1746,7.4771,1.9592,3.8519,1.6692,7.6572,4.2187,1.7607,1.634,4.4984,12.4479,1.6828,1.7732,0.7518,0.121,20.4306,5.3219,17.2362,1.2245,0.2581,4.827,2.3876,1.4082,0.7001,1.1602,0.3705,1.0693,1.1938,0.9368,1.2507,6.7072,5.8836,4.8999,0.5058,1.141,0.0,12.7592,0.7214,7.0258,6.4972,0.481,8.3378,13.2212,4.0572,7.7041,3.5867,45.9407,4.0843,19.2763,19.0166,29.2285,16.0188,63.488,37.4361,58.1513,37.8526,11.6368,6.8019,9.4541,2.3996,54.2863,17.5614,8.0062,3.837,1.4283,2.6756,0.8439,1.4663,0.7994,4.0919,3.7133,2.1546,4.5313,18.9933,3.7667,2.7635,2.3472,7.9475,0.4004,1.8033,0.0,628.8379,4.4953,130.1118,209.6239,13.7174,4598.5494,402.6168,591.2633,1157.6901,4882.5655,2286.702,295.0247,1119.0335,1683.657,2942.5866,1492.5455,1095.0479,1195.5503,2730.7685,4618.7933,468.8923,1344.1213,2846.0782,186.0362,2626.7658,9631.0434,2451.6255,916.3707,450.7813,10662.2133,241.4834,591.1915,398.4844,198.8841,87.9342,134.6546,133.0367,373.5171,328.5068,502.5738,1323.3999,806.0043,93.1985,219.6813,0.0,1.3703,0.0967,1.3462,0.3514,0.6962,2.5814,1.3965,0.1361,1.1962,0.6111,6.5704,1.9556,2.6108,1.326,3.2358,2.8857,17.0393,3.6676,2.8722,18.9815,0.369,1.9204,1.7536,0.3154,9.6022,3.0008,1.8695,0.1811,0.1374,0.4986,0.0188,0.4981,0.2094,0.6338,0.0257,0.2842,0.4376,0.2196,0.4685,1.1233,0.1297,0.9449,0.1349,0.3005,0.0,15.0086,0.0524,6.0579,2.1353,3.545,16.6199,4.9835,4.6055,17.0353,1.9278,63.2212,21.6415,22.1576,6.8116,30.8504,31.3922,21.953,10.8384,38.4099,64.02,15.4724,14.4981,4.1372,2.8639,61.6206,40.2173,21.7501,1.0499,4.2486,8.2619,5.0415,5.078,4.6649,5.5525,3.8529,7.9821,5.4724,19.5277,9.7634,44.506,22.5361,56.7523,3.2424,4.2841,0.0,13147.43089999999
